x y z
0.09743590 0.17051282 3.34348764
0.18512821 0.00974359 11.45653265
0.12666667 0.11205128 3.80362673
0.02923077 0.08769231 2.88142259
0.15589744 0.06820513 4.71686105
0.14128205 0.07794872 4.39455747
0.08282051 0.19000000 3.27167015
0.04384615 0.05846154 3.12408314
0.01461538 0.11205128 2.95397774
0.05846154 0.03410256 4.80672171
0.00000000 0.13641026 -nan
0.07307692 0.00974359 10.70335925
0.17051282 0.04384615 5.69664138
0.11205128 0.14128205 3.50498775
0.12666667 0.11692308 3.76164950
0.09743590 0.17538462 3.33892411
0.01461538 0.11692308 2.97192785
0.18512821 0.01461538 9.41539181
0.02923077 0.09256410 2.90122456
0.04384615 0.06333333 3.06907511
0.15589744 0.07307692 4.59989439
0.14128205 0.08282051 4.30196184
0.08282051 0.19487179 3.27329527
0.07307692 0.01461538 8.54793233
0.05846154 0.03897436 4.42517716
0.17051282 0.04871795 5.45786603
0.11205128 0.14615385 3.48672704
0.00000000 0.14128205 -nan
0.09743590 0.18025641 3.33523936
0.01461538 0.12179487 2.98888473
0.12666667 0.12179487 3.72391812
0.18512821 0.01948718 8.22011192
0.15589744 0.07794872 4.49603047
0.02923077 0.09743590 2.92032130
0.04384615 0.06820513 3.03332206
0.14128205 0.08769231 4.21919138
0.08769231 0.00487179 15.71004938
0.07307692 0.01948718 7.26574840
0.11205128 0.15102564 3.47058851
0.05846154 0.04384615 4.12760932
0.17051282 0.05358974 5.25585498
0.01461538 0.12666667 3.00493974
0.00000000 0.14615385 -nan
0.09743590 0.18512821 3.33232974
0.12666667 0.12666667 3.68998339
0.18512821 0.02435897 7.41943918
0.02923077 0.10230769 2.93865811
0.15589744 0.08282051 4.40329365
0.07307692 0.02435897 6.39609191
0.14128205 0.09256410 4.14494919
0.04384615 0.07307692 3.01128230
0.08769231 0.00974359 10.91458398
0.00000000 0.15102564 -nan
0.17051282 0.05846154 5.08256280
0.11205128 0.15589744 3.45634389
0.01461538 0.13153846 3.02017259
0.05846154 0.04871795 3.89467494
0.18512821 0.02923077 6.83930888
0.09743590 0.19000000 3.33010404
0.12666667 0.13153846 3.65945019
0.02923077 0.10717949 2.95622108
0.07307692 0.02923077 5.76078296
0.15589744 0.08769231 4.32010653
0.00000000 0.15589744 -nan
0.17051282 0.06333333 4.93219439
0.14128205 0.09743590 4.07816590
0.11205128 0.16076923 3.44379099
0.04384615 0.07794872 2.99900340
0.18512821 0.03410256 6.39663223
0.08769231 0.01461538 8.79248898
0.09743590 0.19487179 3.32848194
0.01461538 0.13641026 3.03465320
0.05846154 0.05358974 3.71233874
0.12666667 0.13641026 3.63196962
0.07307692 0.03410256 5.27477616
0.14128205 0.10230769 4.01794870
0.02923077 0.11205128 2.97302056
0.15589744 0.09256410 4.24519156
0.04384615 0.08282051 2.99367001
0.17051282 0.06820513 4.80046177
0.00000000 0.16076923 -nan
0.11205128 0.16564103 3.43275045
0.10230769 0.00487179 15.82535732
0.18512821 0.03897436 6.04616135
0.08769231 0.01948718 7.53567956
0.01461538 0.14128205 3.04844323
0.05846154 0.05846154 3.56991251
0.12666667 0.14128205 3.60723258
0.07307692 0.03897436 4.89180150
0.04384615 0.08769231 2.99327378
0.14128205 0.10717949 3.96354365
0.11205128 0.17051282 3.42306305
0.15589744 0.09743590 4.17750044
0.17051282 0.07307692 4.68411923
0.18512821 0.04384615 5.76092388
0.02923077 0.11692308 2.98908088
0.00000000 0.16564103 -nan
0.10230769 0.00974359 11.06369488
0.08769231 0.02435897 6.68577019
0.07307692 0.04384615 4.58420552
0.01461538 0.14615385 3.06159732
0.05846154 0.06333333 3.45903535
0.04384615 0.09256410 2.99637742
0.11205128 0.17538462 3.41458726
0.12666667 0.14615385 3.58496455
0.14128205 0.11205128 3.91430766
0.18512821 0.04871795 5.52374165
0.15589744 0.10230769 4.11616256
0.17051282 0.07794872 4.58066144
0.02923077 0.12179487 3.00443397
0.07307692 0.04871795 4.33416528
0.00000000 0.17051282 -nan
0.10230769 0.01461538 8.96458004
0.11205128 0.18025641 3.40719712
0.04384615 0.09743590 3.00194804
0.08769231 0.02923077 6.06541592
0.01461538 0.15102564 3.07416408
0.05846154 0.06820513 3.37308989
0.18512821 0.05358974 5.32310611
0.14128205 0.11692308 3.86968725
0.12666667 0.15102564 3.56492109
0.07307692 0.05358974 4.12942896
0.15589744 0.10717949 4.06044689
0.17051282 0.08282051 4.48812122
0.02923077 0.12666667 3.01911543
0.10230769 0.01948718 7.72532231
0.11205128 0.18512821 3.40078045
0.00000000 0.17538462 -nan
0.18512821 0.05846154 5.15099215
0.04384615 0.10230769 3.00924006
0.14128205 0.12179487 3.82920228
0.08769231 0.03410256 5.58984212
0.01461538 0.15589744 3.08618692
0.05846154 0.07307692 3.30682374
0.12666667 0.15589744 3.54688419
0.07307692 0.05846154 3.96109978
0.18512821 0.06333333 5.00161905
0.10230769 0.02435897 6.88937679
0.17051282 0.08769231 4.40493033
0.15589744 0.11205128 4.00973333
0.02923077 0.13153846 3.03316208
0.11205128 0.19000000 3.39523721
0.14128205 0.12666667 3.79243342
0.04384615 0.10717949 3.01771302
0.00000000 0.18025641 -nan
0.08769231 0.03897436 5.21288438
0.07307692 0.06333333 3.82242518
0.01461538 0.16076923 3.09770482
0.05846154 0.07794872 3.25607365
0.17051282 0.09256410 4.32982130
0.18512821 0.06820513 4.87070927
0.12666667 0.16076923 3.53065902
0.10230769 0.02923077 6.28018114
0.15589744 0.11692308 3.96349108
0.14128205 0.13153846 3.75901226
0.02923077 0.13641026 3.04661046
0.11205128 0.19487179 3.39047811
0.04384615 0.11205128 3.02697364
0.00000000 0.18512821 -nan
0.07307692 0.06820513 3.70810753
0.08769231 0.04384615 4.90703794
0.17051282 0.09743590 4.26175697
0.18512821 0.07307692 4.75502501
0.10230769 0.03410256 5.81330780
0.01461538 0.16564103 3.10875281
0.05846154 0.08282051 3.21754883
0.14128205 0.13641026 3.72861347
0.12666667 0.16564103 3.51607123
0.07307692 0.07307692 3.61389476
0.15589744 0.12179487 3.92126190
0.02923077 0.14128205 3.05949596
0.11692308 0.00487179 15.91138312
0.04384615 0.11692308 3.03673502
0.10230769 0.03897436 5.44274403
0.00000000 0.19000000 -nan
0.08769231 0.04871795 4.65476652
0.14128205 0.14128205 3.70094851
0.12666667 0.17051282 3.50296456
0.18512821 0.07794872 4.65206737
0.17051282 0.10230769 4.19987885
0.05846154 0.08769231 3.18865503
0.01461538 0.17051282 3.11936258
0.07307692 0.07794872 3.53632395
0.02923077 0.14615385 3.07185234
0.15589744 0.12666667 3.88264726
0.10230769 0.04384615 5.14106319
0.11692308 0.00974359 11.17455112
0.04384615 0.12179487 3.04678745
0.00000000 0.19487179 -nan
0.12666667 0.17538462 3.49119879
0.08769231 0.05358974 4.44425691
0.18512821 0.08282051 4.55987488
0.14128205 0.14615385 3.67576053
0.17051282 0.10717949 4.14346884
0.02923077 0.15102564 3.08371145
0.01461538 0.17538462 3.12956280
0.05846154 0.09256410 3.16735085
0.07307692 0.08282051 3.47255077
0.10230769 0.04871795 4.89080360
0.15589744 0.13153846 3.84729824
0.11692308 0.01461538 9.09219044
0.08769231 0.05846154 4.26716730
0.12666667 0.18025641 3.48064797
0.04384615 0.12666667 3.05697768
0.02923077 0.15589744 3.09510314
0.00487179 0.00487179 0.15469251
0.18512821 0.08769231 4.47688485
0.14128205 0.15102564 3.65282015
0.17051282 0.11205128 4.09192036
0.01461538 0.18025641 3.13937954
0.05846154 0.09743590 3.15203125
0.08769231 0.06333333 4.11735964
0.07307692 0.08769231 3.42022811
0.10230769 0.05358974 4.68026106
0.11692308 0.01948718 7.86570955
0.15589744 0.13641026 3.81490748
0.02923077 0.16076923 3.10605530
0.12666667 0.18512821 3.47119881
0.14128205 0.15589744 3.63192191
0.04384615 0.13153846 3.06719394
0.18512821 0.09256410 4.40183557
0.00487179 0.00974359 0.08526984
0.01461538 0.18512821 3.14883654
0.17051282 0.11692308 4.04471639
0.08769231 0.06820513 3.99015395
0.05846154 0.10230769 3.14143410
0.11692308 0.02435897 7.04000560
0.07307692 0.09256410 3.37741492
0.10230769 0.05846154 4.50125106
0.15589744 0.14128205 3.78520288
0.12666667 0.19000000 3.46274930
0.14128205 0.16076923 3.61288142
0.04384615 0.13641026 3.07735505
0.02923077 0.16564103 3.11659388
0.18512821 0.09743590 4.33369608
0.01461538 0.19000000 3.15795550
0.08769231 0.07307692 3.88187432
0.00487179 0.01461538 1.24398229
0.17051282 0.12179487 4.00141259
0.11692308 0.02923077 6.43917277
0.05846154 0.10717949 3.13456594
0.07307692 0.09743590 3.34250434
0.10230769 0.06333333 4.34783847
0.12666667 0.19487179 3.45520751
0.15589744 0.14615385 3.75794238
0.02923077 0.17051282 3.12674297
0.04384615 0.14128205 3.08740255
0.14128205 0.16564103 3.59553278
0.01461538 0.19487179 3.16675629
0.08769231 0.07794872 3.78956392
0.18512821 0.10230769 4.27161465
0.11692308 0.03410256 5.97911270
0.00487179 0.01948718 1.71039353
0.15589744 0.15102564 3.73290979
0.07307692 0.10230769 3.31416562
0.17051282 0.12666667 3.96162411
0.05846154 0.11205128 3.13064351
0.13153846 0.00487179 15.97802102
0.02923077 0.17538462 3.13652496
0.10230769 0.06820513 4.21557923
0.08769231 0.08282051 3.71080053
0.04384615 0.14615385 3.09729485
0.14128205 0.17051282 3.57972648
0.01948718 0.00487179 12.68509311
0.11692308 0.03897436 5.61398208
0.18512821 0.10717949 4.21488046
0.02923077 0.18025641 3.14596062
0.00487179 0.02435897 1.97027935
0.15589744 0.15589744 3.70991134
0.07307692 0.10717949 3.29129637
0.08769231 0.08769231 3.64357303
0.13153846 0.00974359 11.26018909
0.17051282 0.13153846 3.92501533
0.05846154 0.11692308 3.12904798
0.10230769 0.07307692 4.10104999
0.04384615 0.15102564 3.10700298
0.01948718 0.00974359 6.91475700
0.14128205 0.17538462 3.56532756
0.02923077 0.18512821 3.15506920
0.11692308 0.04384615 5.31644292
0.08769231 0.09256410 3.58619561
0.18512821 0.11205128 4.16289478
0.00487179 0.02923077 2.14414412
0.15589744 0.16076923 3.68877285
0.13153846 0.01461538 9.19056530
0.07307692 0.11205128 3.27298300
0.04384615 0.15589744 3.11650738
0.17051282 0.13641026 3.89129166
0.05846154 0.12179487 3.12928927
0.01948718 0.01461538 4.35086377
0.10230769 0.07794872 4.00154725
0.02923077 0.19000000 3.16386861
0.14128205 0.18025641 3.55221401
0.08769231 0.09743590 3.53724568
0.15589744 0.16564103 3.66933724
0.11692308 0.04871795 5.06908607
0.18512821 0.11692308 4.11514883
0.00487179 0.03410256 2.27199709
0.04384615 0.16076923 3.12579554
0.02923077 0.19487179 3.17237545
0.13153846 0.01948718 7.97376916
0.07307692 0.11692308 3.25846794
0.17051282 0.14128205 3.86019302
0.05846154 0.12666667 3.13097826
0.10230769 0.08282051 3.91488982
0.14128205 0.18512821 3.54027537
0.01948718 0.01948718 3.14052697
0.15589744 0.17051282 3.65146261
0.18512821 0.12179487 4.07120681
0.08769231 0.10230769 3.49551739
0.04384615 0.16564103 3.13486019
0.11692308 0.05358974 4.86025117
0.00487179 0.03897436 2.37175101
0.03410256 0.00487179 14.39731539
0.10230769 0.08769231 3.83928620
0.14128205 0.19000000 3.52941153
0.13153846 0.02435897 7.15584391
0.07307692 0.12179487 3.24712245
0.05846154 0.13153846 3.13380521
0.17051282 0.14615385 3.83148866
0.08769231 0.10717949 3.45998539
0.01948718 0.02435897 2.65008613
0.18512821 0.12666667 4.03069256
0.04384615 0.17051282 3.14369802
0.15589744 0.17538462 3.63502040
0.00487179 0.04384615 2.45280685
0.11692308 0.05846154 4.68180536
0.17051282 0.15102564 3.80497281
0.03410256 0.00974359 9.18356747
0.13153846 0.02923077 6.56142247
0.10230769 0.09256410 3.77324333
0.14128205 0.19487179 3.51953166
0.07307692 0.12666667 3.23842414
0.05846154 0.13641026 3.13752291
0.00487179 0.04871795 2.52063940
0.08769231 0.11205128 3.42977589
0.18512821 0.13153846 3.99327920
0.01948718 0.02923077 2.49334717
0.17051282 0.15589744 3.78046129
0.04384615 0.17538462 3.15230860
0.15589744 0.18025641 3.61989401
0.11692308 0.06333333 4.52788110
0.03410256 0.01461538 6.78202225
0.13153846 0.03410256 6.10669258
0.14615385 0.00487179 16.03115996
0.18512821 0.13641026 3.95868075
0.05846154 0.14128205 3.14193364
0.10230769 0.09743590 3.71550238
0.00487179 0.05358974 2.57868462
0.07307692 0.13153846 3.23193842
0.17051282 0.16076923 3.75778857
0.08769231 0.11692308 3.40414314
0.04384615 0.18025641 3.16069366
0.01948718 0.03410256 2.46910705
0.15589744 0.18512821 3.60597745
0.14615385 0.00974359 11.32832979
0.11692308 0.06820513 4.39411991
0.05846154 0.14615385 3.14687885
0.01948718 0.03897436 2.49327018
0.03410256 0.01948718 5.34755813
0.13153846 0.03897436 5.74597128
0.00487179 0.05846154 2.62922497
0.18512821 0.14128205 3.92664558
0.10230769 0.10230769 3.66499234
0.07307692 0.13641026 3.22730317
0.17051282 0.16564103 3.73680544
0.08769231 0.12179487 3.38244978
0.04384615 0.18512821 3.16885650
0.14615385 0.01461538 9.26870681
0.01948718 0.04384615 2.53359147
0.15589744 0.19000000 3.59317423
0.11692308 0.07307692 4.27719964
0.10230769 0.10717949 3.62079569
0.05846154 0.15102564 3.15223121
0.03410256 0.02435897 4.41810353
0.14615385 0.01948718 8.05949061
0.18512821 0.14615385 3.89695104
0.13153846 0.04384615 5.45201241
0.00487179 0.06333333 2.67384601
0.01948718 0.04871795 2.57780373
0.07307692 0.14128205 3.22421624
0.17051282 0.17051282 3.71737695
0.08769231 0.12666667 3.36415053
0.04384615 0.19000000 3.17680151
0.10230769 0.11205128 3.58212217
0.15589744 0.19487179 3.58139643
0.05846154 0.15589744 3.15788828
0.01948718 0.05358974 2.62125188
0.11692308 0.07794872 4.17452897
0.18512821 0.15102564 3.86939912
0.00487179 0.06820513 2.71368980
0.03410256 0.02923077 3.80859399
0.14615385 0.02435897 7.24765216
0.10230769 0.11692308 3.54828838
0.13153846 0.04871795 5.20746081
0.07307692 0.14615385 3.22242504
0.17051282 0.17538462 3.69938078
0.08769231 0.13153846 3.34877836
0.04384615 0.19487179 3.18453391
0.18512821 0.15589744 3.84381295
0.16076923 0.00487179 16.07452365
0.01948718 0.05846154 2.66226372
0.10230769 0.12179487 3.51870150
