x,y
0.40000000,1.00000000
0.40400000,1.00000000
0.40800000,1.00000000
0.41200000,1.00000000
0.41600000,1.00000000
0.42000000,1.00000000
0.42400000,1.00000000
0.42800000,1.00000000
0.43200000,1.00000000
0.43600000,1.00000000
0.44000000,1.00000000
0.44400000,1.00000000
0.44800000,1.00000000
0.45200000,1.00000000
0.45600000,1.00000000
0.46000000,1.00000000
0.46400000,1.00000000
0.46800000,1.00000000
0.47200000,1.00000000
0.47600000,1.00000000
0.48000000,1.00000000
0.48400000,1.00000000
0.48800000,1.00000000
0.49200000,1.00000000
0.49600000,1.00000000
0.50000000,1.00000000
0.50400000,1.00000000
0.50800000,1.00000000
0.51200000,1.00000000
0.51600000,1.00000000
0.52000000,1.00000000
0.52400000,1.00000000
0.52800000,1.00000000
0.53200000,1.00000000
0.53600000,1.00000000
0.54000000,1.00000000
0.54400000,1.00000000
0.54800000,1.00000000
0.55200000,1.00000000
0.55600000,1.00000000
0.56000000,1.00000000
0.56400000,1.00000000
0.56800000,1.00000000
0.57200000,1.00000000
0.57600000,1.00000000
0.58000000,1.00000000
0.58400000,1.00000000
0.58800000,1.00000000
0.59200000,1.00000000
0.59600000,1.00000000
0.60000000,1.00000000
0.60400000,1.00000000
0.60800000,1.00000000
0.61200000,1.00000000
0.61600000,1.00000000
0.62000000,1.00000000
0.62400000,1.00000000
0.62800000,1.00000000
0.63200000,1.00000000
0.63600000,1.00000000
0.64000000,1.00000000
0.64400000,1.00000000
0.64800000,1.00000000
0.65200000,1.00000000
0.65600000,1.00000000
0.66000000,1.00000000
0.66400000,1.00000000
0.66800000,1.00000000
0.67200000,1.00000000
0.67600000,1.00000000
0.68000000,1.00000000
0.68400000,1.00000000
0.68800000,1.00000000
0.69200000,1.00000000
0.69600000,1.00000000
0.70000000,1.00000000
0.70400000,1.00000000
0.70800000,1.00000000
0.71200000,1.00000000
0.71600000,1.00000000
0.72000000,1.00000000
0.72400000,1.00000000
0.72800000,1.00000000
0.73200000,1.00000000
0.73600000,1.00000000
0.74000000,1.00000000
0.74400000,1.00000000
0.74800000,1.00000000
0.75200000,1.00000000
0.75600000,1.00000000
0.76000000,1.00000000
0.76400000,1.00000000
0.76800000,1.00000000
0.77200000,1.00000000
0.77600000,1.00000000
0.78000000,1.00000000
0.78400000,1.00000000
0.78800000,1.00000000
0.79200000,1.00000000
0.79600000,1.00000000
0.80000000,1.00000000
0.80400000,1.00000000
0.80800000,1.00000000
0.81200000,1.00000000
0.81600000,1.00000000
0.82000000,1.00000000
0.82400000,1.00000000
0.82800000,1.00000000
0.83200000,1.00000000
0.83600000,1.00000000
0.84000000,1.00000000
0.84400000,1.00000000
0.84800000,1.00000000
0.85200000,1.00000000
0.85600000,1.00000000
0.86000000,1.00000000
0.86400000,1.00000000
0.86800000,1.00000000
0.87200000,1.00000000
0.87600000,1.00000000
0.88000000,1.00000000
0.88400000,1.00000000
0.88800000,1.00000000
0.89200000,1.00000000
0.89600000,1.00000000
0.90000000,1.00000000
0.90400000,1.00000000
0.90800000,1.00000000
0.91200000,1.00000000
0.91600000,1.00000000
0.92000000,1.00000000
0.92400000,1.00000000
0.92800000,1.00000000
0.93200000,1.00000000
0.93600000,1.00000000
0.94000000,1.00000000
0.94400000,1.00000000
0.94800000,1.00000000
0.95200000,1.00000000
0.95600000,1.00000000
0.96000000,1.00000000
0.96400000,1.00000000
0.96800000,1.00000000
0.97200000,1.00000000
0.97600000,1.00000000
0.98000000,1.00000000
0.98400000,1.00000000
0.98800000,1.00000000
0.99200000,1.00000000
0.99600000,1.00000000
1.00000000,1.00000000
1.00400000,1.00000000
1.00800000,1.00000000
1.01200000,1.00000000
1.01600000,1.00000000
1.02000000,1.00000000
1.02400000,1.00000000
1.02800000,1.00000000
1.03200000,1.00000000
1.03600000,1.00000000
1.04000000,1.00000000
1.04400000,1.00000000
1.04800000,1.00000000
1.05200000,1.00000000
1.05600000,1.00000000
1.06000000,1.00000000
1.06400000,1.00000000
1.06800000,1.00000000
1.07200000,1.00000000
1.07600000,1.00000000
1.08000000,1.00000000
1.08400000,1.00000000
1.08800000,1.00000000
1.09200000,1.00000000
1.09600000,1.00000000
1.10000000,1.00000000
1.10400000,1.00000000
1.10800000,1.00000000
1.11200000,1.00000000
1.11600000,1.00000000
1.12000000,1.00000000
1.12400000,1.00000000
1.12800000,1.00000000
1.13200000,1.00000000
1.13600000,1.00000000
1.14000000,1.00000000
1.14400000,1.00000000
1.14800000,1.00000000
1.15200000,1.00000000
1.15600000,1.00000000
1.16000000,1.00000000
1.16400000,1.00000000
1.16800000,1.00000000
1.17200000,1.00000000
1.17600000,1.00000000
1.18000000,1.00000000
1.18400000,1.00000000
1.18800000,1.00000000
1.19200000,1.00000000
1.19600000,1.00000000
1.20000000,1.00000000
1.20400000,1.00000000
1.20800000,1.00000000
1.21200000,1.00000000
1.21600000,1.00000000
1.22000000,1.00000000
1.22400000,1.00000000
1.22800000,1.00000000
1.23200000,1.00000000
1.23600000,1.00000000
1.24000000,1.00000000
1.24400000,1.00000000
1.24800000,1.00000000
1.25200000,1.00000000
1.25600000,1.00000000
1.26000000,1.00000000
1.26400000,1.00000000
1.26800000,1.00000000
1.27200000,1.00000000
1.27600000,1.00000000
1.28000000,1.00000000
1.28400000,1.00000000
1.28800000,1.00000000
1.29200000,1.00000000
1.29600000,1.00000000
1.30000000,1.00000000
1.30400000,1.00000000
1.30800000,1.00000000
1.31200000,1.00000000
1.31600000,1.00000000
1.32000000,1.00000000
1.32400000,1.00000000
1.32800000,1.00000000
1.33200000,1.00000000
1.33600000,1.00000000
1.34000000,1.00000000
1.34400000,1.00000000
1.34800000,1.00000000
1.35200000,1.00000000
1.35600000,1.00000000
1.36000000,1.00000000
1.36400000,1.00000000
1.36800000,1.00000000
1.37200000,1.00000000
1.37600000,1.00000000
1.38000000,1.00000000
1.38400000,1.00000000
1.38800000,1.00000000
1.39200000,1.00000000
1.39600000,1.00000000
1.40000000,1.00000000
1.40400000,1.00000000
1.40800000,1.00000000
1.41200000,1.00000000
1.41600000,1.00000000
1.42000000,1.00000000
1.42400000,1.00000000
1.42800000,1.00000000
1.43200000,1.00000000
1.43600000,1.00000000
1.44000000,1.00000000
1.44400000,1.00000000
1.44800000,1.00000000
1.45200000,1.00000000
1.45600000,1.00000000
1.46000000,1.00000000
1.46400000,1.00000000
1.46800000,1.00000000
1.47200000,1.00000000
1.47600000,1.00000000
1.48000000,1.00000000
1.48400000,1.00000000
1.48800000,1.00000000
1.49200000,1.00000000
1.49600000,1.00000000
1.50000000,1.00000000
1.50400000,1.00000000
1.50800000,1.00000000
1.51200000,1.00000000
1.51600000,1.00000000
1.52000000,1.00000000
1.52400000,1.00000000
1.52800000,1.00000000
1.53200000,1.00000000
1.53600000,1.00000000
1.54000000,1.00000000
1.54400000,1.00000000
1.54800000,1.00000000
1.55200000,1.00000000
1.55600000,1.00000000
1.56000000,1.00000000
1.56400000,1.00000000
1.56800000,1.00000000
1.57200000,1.00000000
1.57600000,1.00000000
1.58000000,1.00000000
1.58400000,1.00000000
1.58800000,1.00000000
1.59200000,1.00000000
1.59600000,1.00000000
1.60000000,1.00000000
1.60400000,1.00000000
1.60800000,1.00000000
1.61200000,1.00000000
1.61600000,1.00000000
1.62000000,1.00000000
1.62400000,1.00000000
1.62800000,1.00000000
1.63200000,1.00000000
1.63600000,1.00000000
1.64000000,1.00000000
1.64400000,1.00000000
1.64800000,1.00000000
1.65200000,1.00000000
1.65600000,1.00000000
1.66000000,1.00000000
1.66400000,1.00000000
1.66800000,1.00000000
1.67200000,1.00000000
1.67600000,1.00000000
1.68000000,1.00000000
1.68400000,1.00000000
1.68800000,1.00000000
1.69200000,1.00000000
1.69600000,1.00000000
1.70000000,1.00000000
1.70400000,1.00000000
1.70800000,1.00000000
1.71200000,1.00000000
1.71600000,1.00000000
1.72000000,1.00000000
1.72400000,1.00000000
1.72800000,1.00000000
1.73200000,1.00000000
1.73600000,1.00000000
1.74000000,1.00000000
1.74400000,1.00000000
1.74800000,1.00000000
1.75200000,1.00000000
1.75600000,1.00000000
1.76000000,1.00000000
1.76400000,1.00000000
1.76800000,1.00000000
1.77200000,1.00000000
1.77600000,1.00000000
1.78000000,1.00000000
1.78400000,1.00000000
1.78800000,1.00000000
1.79200000,1.00000000
1.79600000,1.00000000
1.80000000,1.00000000
1.80400000,1.00000000
1.80800000,1.00000000
1.81200000,1.00000000
1.81600000,1.00000000
1.82000000,1.00000000
1.82400000,1.00000000
1.82800000,1.00000000
1.83200000,1.00000000
1.83600000,1.00000000
1.84000000,1.00000000
1.84400000,1.00000000
1.84800000,1.00000000
1.85200000,1.00000000
1.85600000,1.00000000
1.86000000,1.00000000
1.86400000,1.00000000
1.86800000,1.00000000
1.87200000,1.00000000
1.87600000,1.00000000
1.88000000,1.00000000
1.88400000,1.00000000
1.88800000,1.00000000
1.89200000,1.00000000
1.89600000,1.00000000
1.90000000,1.00000000
1.90400000,1.00000000
1.90800000,1.00000000
1.91200000,1.00000000
1.91600000,1.00000000
1.92000000,1.00000000
1.92400000,1.00000000
1.92800000,1.00000000
1.93200000,1.00000000
1.93600000,1.00000000
1.94000000,1.00000000
1.94400000,1.00000000
1.94800000,1.00000000
1.95200000,1.00000000
1.95600000,1.00000000
1.96000000,1.00000000
1.96400000,1.00000000
1.96800000,1.00000000
1.97200000,1.00000000
1.97600000,1.00000000
1.98000000,1.00000000
1.98400000,1.00000000
1.98800000,1.00000000
1.99200000,1.00000000
1.99600000,1.00000000
2.00000000,1.00000000
2.00400000,1.00000000
2.00800000,1.00000000
2.01200000,1.00000000
2.01600000,1.00000000
2.02000000,1.00000000
2.02400000,1.00000000
2.02800000,1.00000000
2.03200000,1.00000000
2.03600000,1.00000000
2.04000000,1.00000000
2.04400000,1.00000000
2.04800000,1.00000000
2.05200000,1.00000000
2.05600000,1.00000000
2.06000000,1.00000000
2.06400000,1.00000000
2.06800000,1.00000000
2.07200000,1.00000000
2.07600000,1.00000000
2.08000000,1.00000000
2.08400000,1.00000000
2.08800000,1.00000000
2.09200000,1.00000000
2.09600000,1.00000000
2.10000000,1.00000000
2.10400000,1.00000000
2.10800000,1.00000000
2.11200000,1.00000000
2.11600000,1.00000000
2.12000000,1.00000000
2.12400000,1.00000000
2.12800000,1.00000000
2.13200000,1.00000000
2.13600000,1.00000000
2.14000000,1.00000000
2.14400000,1.00000000
2.14800000,1.00000000
2.15200000,1.00000000
2.15600000,1.00000000
2.16000000,1.00000000
2.16400000,1.00000000
2.16800000,1.00000000
2.17200000,1.00000000
2.17600000,1.00000000
2.18000000,1.00000000
2.18400000,1.00000000
2.18800000,1.00000000
2.19200000,1.00000000
2.19600000,1.00000000
2.20000000,1.00000000
2.20400000,1.00000000
2.20800000,1.00000000
2.21200000,1.00000000
2.21600000,1.00000000
2.22000000,1.00000000
2.22400000,1.00000000
2.22800000,1.00000000
2.23200000,1.00000000
2.23600000,1.00000000
2.24000000,1.00000000
2.24400000,1.00000000
2.24800000,1.00000000
2.25200000,1.00000000
2.25600000,1.00000000
2.26000000,1.00000000
2.26400000,1.00000000
2.26800000,1.00000000
2.27200000,1.00000000
2.27600000,1.00000000
2.28000000,1.00000000
2.28400000,1.00000000
2.28800000,1.00000000
2.29200000,1.00000000
2.29600000,1.00000000
2.30000000,1.00000000
2.30400000,1.00000000
2.30800000,1.00000000
2.31200000,1.00000000
2.31600000,1.00000000
2.32000000,1.00000000
2.32400000,1.00000000
2.32800000,1.00000000
2.33200000,1.00000000
2.33600000,1.00000000
2.34000000,1.00000000
2.34400000,1.00000000
2.34800000,1.00000000
2.35200000,1.00000000
2.35600000,1.00000000
2.36000000,1.00000000
2.36400000,1.00000000
2.36800000,1.00000000
2.37200000,1.00000000
2.37600000,1.00000000
2.38000000,1.00000000
2.38400000,1.00000000
2.38800000,1.00000000
2.39200000,1.00000000
2.39600000,1.00000000
2.40000000,1.00000000
2.40400000,1.00000000
2.40800000,1.00000000
2.41200000,1.00000000
2.41600000,1.00000000
2.42000000,1.00000000
2.42400000,1.00000000
2.42800000,1.00000000
2.43200000,1.00000000
2.43600000,1.00000000
2.44000000,1.00000000
2.44400000,1.00000000
2.44800000,1.00000000
2.45200000,1.00000000
2.45600000,1.00000000
2.46000000,1.00000000
2.46400000,1.00000000
2.46800000,1.00000000
2.47200000,1.00000000
2.47600000,1.00000000
2.48000000,1.00000000
2.48400000,1.00000000
2.48800000,1.00000000
2.49200000,1.00000000
2.49600000,1.00000000
2.50000000,1.00000000
2.50400000,1.00000000
2.50800000,1.00000000
2.51200000,1.00000000
2.51600000,1.00000000
2.52000000,1.00000000
2.52400000,1.00000000
2.52800000,1.00000000
2.53200000,1.00000000
2.53600000,1.00000000
2.54000000,1.00000000
2.54400000,1.00000000
2.54800000,1.00000000
2.55200000,1.00000000
2.55600000,1.00000000
2.56000000,1.00000000
2.56400000,1.00000000
2.56800000,1.00000000
2.57200000,1.00000000
2.57600000,1.00000000
2.58000000,1.00000000
2.58400000,1.00000000
2.58800000,1.00000000
2.59200000,1.00000000
2.59600000,1.00000000
2.60000000,1.00000000
2.60400000,1.00000000
2.60800000,1.00000000
2.61200000,1.00000000
2.61600000,1.00000000
2.62000000,1.00000000
2.62400000,1.00000000
2.62800000,1.00000000
2.63200000,1.00000000
2.63600000,1.00000000
2.64000000,1.00000000
2.64400000,1.00000000
2.64800000,1.00000000
2.65200000,1.00000000
2.65600000,1.00000000
2.66000000,1.00000000
2.66400000,1.00000000
2.66800000,1.00000000
2.67200000,1.00000000
2.67600000,1.00000000
2.68000000,1.00000000
2.68400000,1.00000000
2.68800000,1.00000000
2.69200000,1.00000000
2.69600000,1.00000000
2.70000000,1.00000000
2.70400000,1.00000000
2.70800000,1.00000000
2.71200000,1.00000000
2.71600000,1.00000000
2.72000000,1.00000000
2.72400000,1.00000000
2.72800000,1.00000000
2.73200000,1.00000000
2.73600000,1.00000000
2.74000000,1.00000000
2.74400000,1.00000000
2.74800000,1.00000000
2.75200000,1.00000000
2.75600000,1.00000000
2.76000000,1.00000000
2.76400000,1.00000000
2.76800000,1.00000000
2.77200000,1.00000000
2.77600000,1.00000000
2.78000000,1.00000000
2.78400000,1.00000000
2.78800000,1.00000000
2.79200000,1.00000000
2.79600000,1.00000000
2.80000000,1.00000000
2.80400000,1.00000000
2.80800000,1.00000000
2.81200000,1.00000000
2.81600000,1.00000000
2.82000000,1.00000000
2.82400000,1.00000000
2.82800000,1.00000000
2.83200000,1.00000000
2.83600000,1.00000000
2.84000000,1.00000000
2.84400000,1.00000000
2.84800000,1.00000000
2.85200000,1.00000000
2.85600000,1.00000000
2.86000000,1.00000000
2.86400000,1.00000000
2.86800000,1.00000000
2.87200000,1.00000000
2.87600000,1.00000000
2.88000000,1.00000000
2.88400000,1.00000000
2.88800000,1.00000000
2.89200000,1.00000000
2.89600000,1.00000000
2.90000000,1.00000000
2.90400000,1.00000000
2.90800000,1.00000000
2.91200000,1.00000000
2.91600000,1.00000000
2.92000000,1.00000000
2.92400000,1.00000000
2.92800000,1.00000000
2.93200000,1.00000000
2.93600000,1.00000000
2.94000000,1.00000000
2.94400000,1.00000000
2.94800000,1.00000000
2.95200000,1.00000000
2.95600000,1.00000000
2.96000000,1.00000000
2.96400000,1.00000000
2.96800000,1.00000000
2.97200000,1.00000000
2.97600000,1.00000000
2.98000000,1.00000000
2.98400000,1.00000000
2.98800000,1.00000000
2.99200000,1.00000000
2.99600000,1.00000000
3.00000000,1.00000000
3.00400000,1.00000000
3.00800000,1.00000000
3.01200000,1.00000000
3.01600000,1.00000000
3.02000000,1.00000000
3.02400000,1.00000000
3.02800000,1.00000000
3.03200000,1.00000000
3.03600000,1.00000000
3.04000000,1.00000000
3.04400000,1.00000000
3.04800000,1.00000000
3.05200000,1.00000000
3.05600000,1.00000000
3.06000000,1.00000000
3.06400000,1.00000000
3.06800000,1.00000000
3.07200000,1.00000000
3.07600000,1.00000000
3.08000000,1.00000000
3.08400000,1.00000000
3.08800000,1.00000000
3.09200000,1.00000000
3.09600000,1.00000000
3.10000000,1.00000000
3.10400000,1.00000000
3.10800000,1.00000000
3.11200000,1.00000000
3.11600000,1.00000000
3.12000000,1.00000000
3.12400000,1.00000000
3.12800000,1.00000000
3.13200000,1.00000000
3.13600000,1.00000000
3.14000000,1.00000000
3.14400000,1.00000000
3.14800000,1.00000000
3.15200000,1.00000000
3.15600000,1.00000000
3.16000000,1.00000000
3.16400000,1.00000000
3.16800000,1.00000000
3.17200000,1.00000000
3.17600000,1.00000000
3.18000000,1.00000000
3.18400000,1.00000000
3.18800000,1.00000000
3.19200000,1.00000000
3.19600000,1.00000000
3.20000000,1.00000000
3.20400000,1.00000000
3.20800000,1.00000000
3.21200000,1.00000000
3.21600000,1.00000000
3.22000000,1.00000000
3.22400000,1.00000000
3.22800000,1.00000000
3.23200000,1.00000000
3.23600000,1.00000000
3.24000000,1.00000000
3.24400000,1.00000000
3.24800000,1.00000000
3.25200000,1.00000000
3.25600000,1.00000000
3.26000000,1.00000000
3.26400000,1.00000000
3.26800000,1.00000000
3.27200000,1.00000000
3.27600000,1.00000000
3.28000000,1.00000000
3.28400000,1.00000000
3.28800000,1.00000000
3.29200000,1.00000000
3.29600000,1.00000000
3.30000000,1.00000000
3.30400000,1.00000000
3.30800000,1.00000000
3.31200000,1.00000000
3.31600000,1.00000000
3.32000000,1.00000000
3.32400000,1.00000000
3.32800000,1.00000000
3.33200000,1.00000000
3.33600000,1.00000000
3.34000000,1.00000000
3.34400000,1.00000000
3.34800000,1.00000000
3.35200000,1.00000000
3.35600000,1.00000000
3.36000000,1.00000000
3.36400000,1.00000000
3.36800000,1.00000000
3.37200000,1.00000000
3.37600000,1.00000000
3.38000000,1.00000000
3.38400000,1.00000000
3.38800000,1.00000000
3.39200000,1.00000000
3.39600000,1.00000000
3.40000000,1.00000000
3.40400000,1.00000000
3.40800000,1.00000000
3.41200000,1.00000000
3.41600000,1.00000000
3.42000000,1.00000000
3.42400000,1.00000000
3.42800000,1.00000000
3.43200000,1.00000000
3.43600000,1.00000000
3.44000000,1.00000000
3.44400000,1.00000000
3.44800000,1.00000000
3.45200000,1.00000000
3.45600000,1.00000000
3.46000000,1.00000000
3.46400000,1.00000000
3.46800000,1.00000000
3.47200000,1.00000000
3.47600000,1.00000000
3.48000000,1.00000000
3.48400000,1.00000000
3.48800000,1.00000000
3.49200000,1.00000000
3.49600000,1.00000000
3.50000000,1.00000000
3.50400000,1.00000000
3.50800000,1.00000000
3.51200000,1.00000000
3.51600000,1.00000000
3.52000000,1.00000000
3.52400000,1.00000000
3.52800000,1.00000000
3.53200000,1.00000000
3.53600000,1.00000000
3.54000000,1.00000000
3.54400000,1.00000000
3.54800000,1.00000000
3.55200000,1.00000000
3.55600000,1.00000000
3.56000000,1.00000000
3.56400000,1.00000000
3.56800000,1.00000000
3.57200000,1.00000000
3.57600000,1.00000000
3.58000000,1.00000000
3.58400000,1.00000000
3.58800000,1.00000000
3.59200000,1.00000000
3.59600000,1.00000000
3.60000000,1.00000000
3.60400000,1.00000000
3.60800000,1.00000000
3.61200000,1.00000000
3.61600000,1.00000000
3.62000000,1.00000000
3.62400000,1.00000000
3.62800000,1.00000000
3.63200000,1.00000000
3.63600000,1.00000000
3.64000000,1.00000000
3.64400000,1.00000000
3.64800000,1.00000000
3.65200000,1.00000000
3.65600000,1.00000000
3.66000000,1.00000000
3.66400000,1.00000000
3.66800000,1.00000000
3.67200000,1.00000000
3.67600000,1.00000000
3.68000000,1.00000000
3.68400000,1.00000000
3.68800000,1.00000000
3.69200000,1.00000000
3.69600000,1.00000000
3.70000000,1.00000000
3.70400000,1.00000000
3.70800000,1.00000000
3.71200000,1.00000000
3.71600000,1.00000000
3.72000000,1.00000000
3.72400000,1.00000000
3.72800000,1.00000000
3.73200000,1.00000000
3.73600000,1.00000000
3.74000000,1.00000000
3.74400000,1.00000000
3.74800000,1.00000000
3.75200000,1.00000000
3.75600000,1.00000000
3.76000000,1.00000000
3.76400000,1.00000000
3.76800000,1.00000000
3.77200000,1.00000000
3.77600000,1.00000000
3.78000000,1.00000000
3.78400000,1.00000000
3.78800000,1.00000000
3.79200000,1.00000000
3.79600000,1.00000000
3.80000000,1.00000000
3.80400000,1.00000000
3.80800000,1.00000000
3.81200000,1.00000000
3.81600000,1.00000000
3.82000000,1.00000000
3.82400000,1.00000000
3.82800000,1.00000000
3.83200000,1.00000000
3.83600000,1.00000000
3.84000000,1.00000000
3.84400000,1.00000000
3.84800000,1.00000000
3.85200000,1.00000000
3.85600000,1.00000000
3.86000000,1.00000000
3.86400000,1.00000000
3.86800000,1.00000000
3.87200000,1.00000000
3.87600000,1.00000000
3.88000000,1.00000000
3.88400000,1.00000000
3.88800000,1.00000000
3.89200000,1.00000000
3.89600000,1.00000000
3.90000000,1.00000000
3.90400000,1.00000000
3.90800000,1.00000000
3.91200000,1.00000000
3.91600000,1.00000000
3.92000000,1.00000000
3.92400000,1.00000000
3.92800000,1.00000000
3.93200000,1.00000000
3.93600000,1.00000000
3.94000000,1.00000000
3.94400000,1.00000000
3.94800000,1.00000000
3.95200000,1.00000000
3.95600000,1.00000000
3.96000000,1.00000000
3.96400000,1.00000000
3.96800000,1.00000000
3.97200000,1.00000000
3.97600000,1.00000000
3.98000000,1.00000000
3.98400000,1.00000000
3.98800000,1.00000000
3.99200000,1.00000000
3.99600000,1.00000000
4.00000000,1.00000000
4.00400000,1.00000000
4.00800000,1.00000000
4.01200000,1.00000000
4.01600000,1.00000000
4.02000000,1.00000000
4.02400000,1.00000000
4.02800000,1.00000000
4.03200000,1.00000000
4.03600000,1.00000000
4.04000000,1.00000000
4.04400000,1.00000000
4.04800000,1.00000000
4.05200000,1.00000000
4.05600000,1.00000000
4.06000000,1.00000000
4.06400000,1.00000000
4.06800000,1.00000000
4.07200000,1.00000000
4.07600000,1.00000000
4.08000000,1.00000000
4.08400000,1.00000000
4.08800000,1.00000000
4.09200000,1.00000000
4.09600000,1.00000000
4.10000000,1.00000000
4.10400000,1.00000000
4.10800000,1.00000000
4.11200000,1.00000000
4.11600000,1.00000000
4.12000000,1.00000000
4.12400000,1.00000000
4.12800000,1.00000000
4.13200000,1.00000000
4.13600000,1.00000000
4.14000000,1.00000000
4.14400000,1.00000000
4.14800000,1.00000000
4.15200000,1.00000000
4.15600000,1.00000000
4.16000000,1.00000000
4.16400000,1.00000000
4.16800000,1.00000000
4.17200000,1.00000000
4.17600000,1.00000000
4.18000000,1.00000000
4.18400000,1.00000000
4.18800000,1.00000000
4.19200000,1.00000000
4.19600000,1.00000000
4.20000000,1.00000000
4.20400000,1.00000000
4.20800000,1.00000000
4.21200000,1.00000000
4.21600000,1.00000000
4.22000000,1.00000000
4.22400000,1.00000000
4.22800000,1.00000000
4.23200000,1.00000000
4.23600000,1.00000000
4.24000000,1.00000000
4.24400000,1.00000000
4.24800000,1.00000000
4.25200000,1.00000000
4.25600000,1.00000000
4.26000000,1.00000000
4.26400000,1.00000000
4.26800000,1.00000000
4.27200000,1.00000000
4.27600000,1.00000000
4.28000000,1.00000000
4.28400000,1.00000000
4.28800000,1.00000000
4.29200000,1.00000000
4.29600000,1.00000000
4.30000000,1.00000000
4.30400000,1.00000000
4.30800000,1.00000000
4.31200000,1.00000000
4.31600000,1.00000000
4.32000000,1.00000000
4.32400000,1.00000000
4.32800000,1.00000000
4.33200000,1.00000000
4.33600000,1.00000000
4.34000000,1.00000000
4.34400000,1.00000000
4.34800000,1.00000000
4.35200000,1.00000000
4.35600000,1.00000000
4.36000000,1.00000000
4.36400000,1.00000000
4.36800000,1.00000000
4.37200000,1.00000000
4.37600000,1.00000000
4.38000000,1.00000000
4.38400000,1.00000000
4.38800000,1.00000000
4.39200000,1.00000000
4.39600000,1.00000000
4.40000000,1.00000000
4.40400000,1.00000000
4.40800000,1.00000000
4.41200000,1.00000000
4.41600000,1.00000000
4.42000000,1.00000000
4.42400000,1.00000000
4.42800000,1.00000000
4.43200000,1.00000000
4.43600000,1.00000000
4.44000000,1.00000000
4.44400000,1.00000000
4.44800000,1.00000000
4.45200000,1.00000000
4.45600000,1.00000000
4.46000000,1.00000000
4.46400000,1.00000000
4.46800000,1.00000000
4.47200000,1.00000000
4.47600000,1.00000000
4.48000000,1.00000000
4.48400000,1.00000000
4.48800000,1.00000000
4.49200000,1.00000000
4.49600000,1.00000000
4.50000000,1.00000000
4.50400000,1.00000000
4.50800000,1.00000000
4.51200000,1.00000000
4.51600000,1.00000000
4.52000000,1.00000000
4.52400000,1.00000000
4.52800000,1.00000000
4.53200000,1.00000000
4.53600000,1.00000000
4.54000000,1.00000000
4.54400000,1.00000000
4.54800000,1.00000000
4.55200000,1.00000000
4.55600000,1.00000000
4.56000000,1.00000000
4.56400000,1.00000000
4.56800000,1.00000000
4.57200000,1.00000000
4.57600000,1.00000000
4.58000000,1.00000000
4.58400000,1.00000000
4.58800000,1.00000000
4.59200000,1.00000000
4.59600000,1.00000000
4.60000000,1.00000000
4.60400000,1.00000000
4.60800000,1.00000000
4.61200000,1.00000000
4.61600000,1.00000000
4.62000000,1.00000000
4.62400000,1.00000000
4.62800000,1.00000000
4.63200000,1.00000000
4.63600000,1.00000000
4.64000000,1.00000000
4.64400000,1.00000000
4.64800000,1.00000000
4.65200000,1.00000000
4.65600000,1.00000000
4.66000000,1.00000000
